Order_ID,Customer_ID,Product_Category,Order_Date,Quantity,Revenue
ORD_00104497,CUST_014982,Beauty,2023-01-10,1,82.09
ORD_00101766,CUST_012123,Beauty,2023-01-10,1,44.1235
ORD_00103553,CUST_011498,Sports,2023-01-10,1,141.25
ORD_00101713,CUST_013239,Sports,2023-01-10,2,643.38
ORD_00101976,CUST_011002,Home & Garden,2023-01-10,7,879.62
ORD_00104151,CUST_013935,Clothing,2023-01-10,3,228.69
ORD_00101593,CUST_012504,Books,2023-01-10,1,23.76
ORD_00103782,CUST_011916,Clothing,2023-01-10,2,539.64
ORD_00100390,CUST_010307,Home & Garden,2023-01-10,3,1329.99
ORD_00100066,CUST_014595,Electronics,2023-01-10,1,410.843
ORD_00103817,CUST_011362,Home & Garden,2023-01-11,3,162.6
ORD_00100129,CUST_014554,Sports,2023-01-11,2,142.32
ORD_00101989,CUST_010392,Clothing,2023-01-11,1,72.3132
ORD_00101773,CUST_014038,Books,2023-01-11,1,33.2
ORD_00102279,CUST_011388,Clothing,2023-01-11,6,1794.78
ORD_00102069,CUST_013191,Sports,2023-01-12,3,868.11
ORD_00102744,CUST_010410,Home & Garden,2023-01-12,2,1467.56
ORD_00101055,CUST_011740,Beauty,2023-01-12,1,38.28
ORD_00104982,CUST_014218,Sports,2023-01-12,2,587.18
ORD_00102891,CUST_011360,Electronics,2023-01-12,2,451.5822
ORD_00103583,CUST_012851,Electronics,2023-01-12,4,3774.36
ORD_00100797,CUST_013057,Sports,2023-01-12,3,899.19
ORD_00102805,CUST_013201,Home & Garden,2023-01-12,1,543.2
ORD_00103486,CUST_010997,Sports,2023-01-12,1,203.6328
ORD_00104881,CUST_013648,Books,2023-01-13,7,400.89
ORD_00101842,CUST_011125,Sports,2023-01-13,3,881.25
ORD_00100883,CUST_010069,Beauty,2023-01-13,3,229.92
ORD_00102677,CUST_013654,Beauty,2023-01-13,2,133.58
ORD_00102135,CUST_014981,Electronics,2023-01-13,2,3822.8
ORD_00104029,CUST_014613,Electronics,2023-01-13,2,2252.14
ORD_00104023,CUST_013891,Clothing,2023-01-13,3,71.64
ORD_00100449,CUST_013370,Electronics,2023-01-13,1,188.5638
ORD_00102026,CUST_013759,Home & Garden,2023-01-14,4,1488.5624
ORD_00103707,CUST_011217,Beauty,2023-01-14,2,172.16
ORD_00102692,CUST_014019,Home & Garden,2023-01-14,2,837.3
ORD_00104780,CUST_012326,Sports,2023-01-14,4,237.32
ORD_00101843,CUST_010902,Beauty,2023-01-14,5,321.15
ORD_00100954,CUST_010581,Clothing,2023-01-14,1,57.43
ORD_00101796,CUST_014097,Beauty,2023-01-14,2,182.2
ORD_00103188,CUST_010616,Clothing,2023-01-15,3,752.61
ORD_00100394,CUST_011526,Beauty,2023-01-15,2,245.3064
ORD_00104199,CUST_014503,Electronics,2023-01-15,4,7663.32
ORD_00102960,CUST_011641,Beauty,2023-01-15,1,145.22
ORD_00101127,CUST_012105,Beauty,2023-01-15,4,360.2
ORD_00101924,CUST_012593,Clothing,2023-01-15,3,65.2239
ORD_00101203,CUST_012287,Beauty,2023-01-15,1,36.855
ORD_00102608,CUST_014660,Clothing,2023-01-15,2,412.3756
ORD_00103898,CUST_011938,Clothing,2023-01-15,6,300.7854
ORD_00101929,CUST_014726,Home & Garden,2023-01-15,2,1340.48
ORD_00101898,CUST_010798,Clothing,2023-01-16,2,88.86
ORD_00103502,CUST_013762,Sports,2023-01-16,1,203.99
ORD_00104156,CUST_010612,Home & Garden,2023-01-16,1,491.98
ORD_00103197,CUST_011201,Home & Garden,2023-01-16,9,2130.84
ORD_00102164,CUST_013720,Clothing,2023-01-16,1,247.1
ORD_00104675,CUST_010852,Books,2023-01-16,1,26.08
ORD_00101077,CUST_010938,Sports,2023-01-16,1,138.94
ORD_00103482,CUST_010959,Clothing,2023-01-16,1,51.04
ORD_00100460,CUST_012577,Clothing,2023-01-17,4,615.68
ORD_00104937,CUST_012180,Electronics,2023-01-17,2,415.5426
ORD_00100538,CUST_013765,Electronics,2023-01-17,1,1375.31
ORD_00100440,CUST_011196,Home & Garden,2023-01-17,1,331.8888
ORD_00103029,CUST_014608,Beauty,2023-01-17,4,505.88
ORD_00104751,CUST_012535,Clothing,2023-01-17,2,324.5332
ORD_00100838,CUST_010890,Clothing,2023-01-17,1,112.9695
ORD_00103205,CUST_014479,Clothing,2023-01-17,1,108.4666
ORD_00101422,CUST_010917,Beauty,2023-01-17,2,110.4
ORD_00104389,CUST_010969,Clothing,2023-01-18,3,294.6504
ORD_00101695,CUST_012640,Beauty,2023-01-18,1,108.568
ORD_00103331,CUST_011022,Sports,2023-01-18,1,246.714
ORD_00100131,CUST_013672,Electronics,2023-01-18,1,1060.74
ORD_00104957,CUST_013089,Home & Garden,2023-01-18,2,1504.02
ORD_00101306,CUST_014478,Electronics,2023-01-19,1,1390.1268
ORD_00103717,CUST_011124,Home & Garden,2023-01-19,1,719.46
ORD_00103893,CUST_010502,Sports,2023-01-19,1,464.0
ORD_00103123,CUST_013495,Electronics,2023-01-19,1,1508.6718
ORD_00104439,CUST_011203,Home & Garden,2023-01-19,1,187.15
ORD_00102950,CUST_012725,Books,2023-01-19,2,72.46
ORD_00101983,CUST_012336,Beauty,2023-01-19,1,8.1328
ORD_00103521,CUST_014707,Beauty,2023-01-19,2,62.18
ORD_00101431,CUST_014328,Books,2023-01-20,6,229.44
ORD_00101503,CUST_011915,Home & Garden,2023-01-20,5,85.492
ORD_00103904,CUST_013931,Beauty,2023-01-20,1,12.93
ORD_00100708,CUST_013305,Clothing,2023-01-20,1,46.314
ORD_00102646,CUST_013665,Books,2023-01-21,1,9.14
ORD_00102217,CUST_013403,Electronics,2023-01-21,1,513.5662
ORD_00104147,CUST_013868,Books,2023-01-21,3,155.25
ORD_00101426,CUST_013863,Books,2023-01-21,1,55.75
ORD_00100635,CUST_012416,Home & Garden,2023-01-21,3,1513.071
ORD_00102797,CUST_013523,Beauty,2023-01-22,1,68.441
ORD_00100216,CUST_014892,Electronics,2023-01-22,2,494.38
ORD_00100158,CUST_014810,Beauty,2023-01-22,2,68.52
ORD_00102105,CUST_011866,Electronics,2023-01-22,1,989.277
ORD_00100034,CUST_012770,Sports,2023-01-22,1,493.77
ORD_00101350,CUST_012525,Beauty,2023-01-22,2,293.28
ORD_00104003,CUST_011611,Beauty,2023-01-22,3,111.8529
ORD_00102295,CUST_011526,Books,2023-01-23,2,37.5
ORD_00103507,CUST_011037,Electronics,2023-01-23,2,3476.02
ORD_00101821,CUST_014128,Clothing,2023-01-23,2,295.8
ORD_00104321,CUST_012644,Beauty,2023-01-23,1,47.1
ORD_00104217,CUST_013382,Clothing,2023-01-23,7,597.24
ORD_00100194,CUST_012419,Beauty,2023-01-23,3,368.88
ORD_00104866,CUST_010986,Home & Garden,2023-01-23,2,1261.38
ORD_00101229,CUST_010516,Clothing,2023-01-23,2,259.02
ORD_00104313,CUST_011729,Books,2023-01-23,1,43.3288
ORD_00100409,CUST_012525,Books,2023-01-23,1,21.3612
ORD_00102908,CUST_011854,Books,2023-01-23,1,38.2
ORD_00102364,CUST_013349,Home & Garden,2023-01-24,3,452.7
ORD_00104133,CUST_010978,Books,2023-01-24,3,80.94
ORD_00101595,CUST_014809,Sports,2023-01-24,1,325.9255
ORD_00104065,CUST_010022,Sports,2023-01-24,3,942.21
ORD_00104070,CUST_010416,Sports,2023-01-24,1,359.18
ORD_00103194,CUST_013684,Books,2023-01-24,1,37.38
ORD_00101074,CUST_012560,Sports,2023-01-24,2,836.84
ORD_00102844,CUST_011243,Sports,2023-01-24,1,331.82
ORD_00100500,CUST_010943,Home & Garden,2023-01-24,1,442.68
ORD_00102214,CUST_012470,Clothing,2023-01-25,1,220.4839
ORD_00101053,CUST_010969,Books,2023-01-25,4,185.2032
ORD_00102775,CUST_011565,Electronics,2023-01-25,1,800.86
ORD_00102796,CUST_014611,Books,2023-01-25,1,58.57
ORD_00101891,CUST_011231,Sports,2023-01-25,1,417.61
ORD_00102652,CUST_014264,Books,2023-01-25,2,53.058
ORD_00103354,CUST_014828,Electronics,2023-01-26,3,5434.14
ORD_00103677,CUST_010298,Clothing,2023-01-26,1,213.1916
ORD_00100496,CUST_012826,Books,2023-01-26,1,38.69
ORD_00100000,CUST_010913,Beauty,2023-01-26,1,143.1
ORD_00104979,CUST_012929,Electronics,2023-01-26,3,1519.05
ORD_00101394,CUST_012693,Home & Garden,2023-01-27,6,3438.5472
ORD_00100157,CUST_012052,Electronics,2023-01-27,4,3039.444
ORD_00103393,CUST_013517,Home & Garden,2023-01-27,6,3887.82
ORD_00103067,CUST_014956,Beauty,2023-01-27,1,16.3011
ORD_00103324,CUST_011280,Clothing,2023-01-27,3,498.8352
ORD_00100240,CUST_014561,Sports,2023-01-27,2,646.9736
ORD_00103072,CUST_013829,Electronics,2023-01-27,3,1133.49
ORD_00102150,CUST_014844,Electronics,2023-01-27,1,1882.16
ORD_00104602,CUST_011097,Beauty,2023-01-28,6,123.9
ORD_00103108,CUST_011710,Electronics,2023-01-28,1,764.77
ORD_00104335,CUST_013684,Books,2023-01-28,6,90.42
ORD_00104241,CUST_011873,Electronics,2023-01-28,5,9338.3
ORD_00103683,CUST_011442,Sports,2023-01-28,2,600.18
ORD_00100485,CUST_014507,Beauty,2023-01-28,3,296.436
ORD_00104684,CUST_011257,Books,2023-01-28,3,114.69
ORD_00102310,CUST_014805,Clothing,2023-01-28,4,931.72
ORD_00102051,CUST_014579,Books,2023-01-28,2,29.3776
ORD_00101884,CUST_012749,Clothing,2023-01-29,1,48.23
ORD_00102813,CUST_013233,Clothing,2023-01-29,2,200.3924
ORD_00104599,CUST_014937,Beauty,2023-01-29,3,234.5868
ORD_00102182,CUST_011384,Sports,2023-01-29,1,211.792
ORD_00103889,CUST_014373,Home & Garden,2023-01-29,5,2121.05
ORD_00102202,CUST_011924,Home & Garden,2023-01-30,8,4430.16
ORD_00100127,CUST_012756,Books,2023-01-30,1,36.95
ORD_00104643,CUST_011649,Clothing,2023-01-30,2,293.5604
ORD_00102267,CUST_013028,Sports,2023-01-30,2,608.6
ORD_00100909,CUST_011398,Electronics,2023-01-30,2,1589.56
ORD_00100569,CUST_010968,Home & Garden,2023-01-31,2,964.16
ORD_00103063,CUST_012767,Electronics,2023-01-31,2,1054.3158
ORD_00103348,CUST_014065,Clothing,2023-01-31,3,348.99
ORD_00104324,CUST_013628,Books,2023-01-31,3,57.33
ORD_00101592,CUST_014575,Home & Garden,2023-01-31,2,875.46
ORD_00101301,CUST_011103,Electronics,2023-01-31,3,2007.87
ORD_00101003,CUST_013172,Sports,2023-01-31,2,787.88
ORD_00100002,CUST_010261,Electronics,2023-01-31,1,354.19
ORD_00104501,CUST_011019,Electronics,2023-01-31,3,2241.7221
ORD_00103160,CUST_010333,Clothing,2023-01-31,2,304.399
ORD_00103934,CUST_014378,Clothing,2023-02-01,1,17.41
ORD_00104576,CUST_013518,Beauty,2023-02-01,1,79.45
ORD_00104394,CUST_011902,Sports,2023-02-01,1,219.1296
ORD_00102368,CUST_010531,Clothing,2023-02-01,2,228.84
ORD_00103147,CUST_013422,Beauty,2023-02-01,4,533.52
ORD_00103064,CUST_010199,Electronics,2023-02-01,1,605.12
ORD_00102265,CUST_014688,Beauty,2023-02-01,1,22.3079
ORD_00100418,CUST_010925,Beauty,2023-02-02,5,303.7
ORD_00104346,CUST_014419,Sports,2023-02-02,1,24.8913
ORD_00100951,CUST_011464,Clothing,2023-02-02,3,75.18
ORD_00102780,CUST_014026,Books,2023-02-02,1,59.88
ORD_00103462,CUST_011593,Books,2023-02-03,2,10.2612
ORD_00102152,CUST_014774,Beauty,2023-02-03,4,84.92
ORD_00101942,CUST_013397,Electronics,2023-02-03,5,9359.45
ORD_00104438,CUST_013304,Home & Garden,2023-02-03,1,237.7875
ORD_00100627,CUST_014649,Clothing,2023-02-03,3,412.92
ORD_00103771,CUST_011112,Clothing,2023-02-04,2,593.86
ORD_00101731,CUST_012008,Electronics,2023-02-04,2,2437.28
ORD_00101972,CUST_011371,Sports,2023-02-04,1,32.88
ORD_00101539,CUST_010498,Books,2023-02-04,1,48.5605
ORD_00104388,CUST_011859,Home & Garden,2023-02-04,7,1021.489
ORD_00102292,CUST_014821,Home & Garden,2023-02-04,3,2319.6
ORD_00100605,CUST_011218,Sports,2023-02-05,2,478.82
ORD_00104507,CUST_013101,Home & Garden,2023-02-05,1,77.91
ORD_00100651,CUST_013235,Sports,2023-02-05,1,155.166
ORD_00102315,CUST_013938,Home & Garden,2023-02-05,1,263.41
ORD_00100966,CUST_010002,Home & Garden,2023-02-05,2,981.44
ORD_00102785,CUST_013845,Home & Garden,2023-02-05,7,496.44
ORD_00103681,CUST_011348,Clothing,2023-02-05,2,514.28
ORD_00100067,CUST_014470,Home & Garden,2023-02-06,6,1632.6
ORD_00102121,CUST_011163,Clothing,2023-02-06,3,433.32
ORD_00103243,CUST_010714,Home & Garden,2023-02-06,6,1915.32
ORD_00101783,CUST_014224,Books,2023-02-06,2,80.276
ORD_00102864,CUST_011604,Books,2023-02-07,1,56.03
ORD_00102137,CUST_013822,Home & Garden,2023-02-07,2,947.5
ORD_00104971,CUST_010724,Home & Garden,2023-02-07,1,535.84
ORD_00101927,CUST_010799,Clothing,2023-02-07,3,70.8288
ORD_00100283,CUST_014314,Beauty,2023-02-08,1,61.275
ORD_00102521,CUST_014283,Books,2023-02-08,1,37.9763
ORD_00103237,CUST_012205,Electronics,2023-02-08,3,5559.24
ORD_00101620,CUST_013250,Electronics,2023-02-08,2,1772.88
ORD_00104943,CUST_012694,Beauty,2023-02-08,5,612.7
ORD_00101156,CUST_010008,Beauty,2023-02-08,2,216.64
ORD_00100209,CUST_010372,Home & Garden,2023-02-08,3,1820.55
ORD_00100617,CUST_014018,Electronics,2023-02-08,3,2305.89
ORD_00100078,CUST_012175,Electronics,2023-02-09,3,4605.48
ORD_00104742,CUST_011324,Clothing,2023-02-09,5,963.85
ORD_00103337,CUST_011005,Clothing,2023-02-09,1,218.1816
ORD_00101913,CUST_013724,Sports,2023-02-09,2,360.6942
ORD_00101803,CUST_013288,Home & Garden,2023-02-09,4,621.696
ORD_00100295,CUST_011128,Home & Garden,2023-02-09,1,519.88
ORD_00100840,CUST_014914,Sports,2023-02-09,1,459.1054
ORD_00104489,CUST_012123,Clothing,2023-02-10,2,147.199
ORD_00102450,CUST_014931,Clothing,2023-02-10,1,152.9
ORD_00102804,CUST_014585,Clothing,2023-02-10,2,291.8
ORD_00104955,CUST_010022,Electronics,2023-02-10,1,1547.8245
ORD_00104513,CUST_010113,Clothing,2023-02-10,2,95.28
ORD_00102520,CUST_013226,Home & Garden,2023-02-10,3,1184.5884
ORD_00101163,CUST_014543,Books,2023-02-10,4,32.32
ORD_00103105,CUST_011850,Books,2023-02-10,2,23.3442
ORD_00100559,CUST_011768,Electronics,2023-02-10,1,302.55
ORD_00104057,CUST_013679,Sports,2023-02-10,2,316.44
ORD_00101896,CUST_013530,Beauty,2023-02-10,2,226.88
ORD_00103892,CUST_013758,Books,2023-02-10,6,200.64
ORD_00100774,CUST_011269,Clothing,2023-02-10,1,195.45
ORD_00102374,CUST_013264,Home & Garden,2023-02-10,1,561.9069
ORD_00100722,CUST_011432,Home & Garden,2023-02-10,4,569.448
ORD_00100781,CUST_011998,Beauty,2023-02-10,3,145.41
ORD_00102923,CUST_010717,Clothing,2023-02-11,1,224.77
ORD_00102990,CUST_013307,Home & Garden,2023-02-11,2,66.48
ORD_00100361,CUST_014097,Electronics,2023-02-11,1,1495.19
ORD_00101407,CUST_010762,Sports,2023-02-11,2,454.1632
ORD_00102538,CUST_013626,Clothing,2023-02-11,2,164.86
ORD_00102839,CUST_010447,Electronics,2023-02-12,3,1178.97
ORD_00104910,CUST_013904,Beauty,2023-02-12,2,207.324
ORD_00104289,CUST_011498,Clothing,2023-02-12,1,32.54
ORD_00102177,CUST_011174,Beauty,2023-02-12,2,189.42
ORD_00100068,CUST_011045,Home & Garden,2023-02-12,2,943.461
ORD_00100120,CUST_014637,Home & Garden,2023-02-12,6,4584.36
ORD_00100342,CUST_014618,Electronics,2023-02-12,5,5678.45
ORD_00101578,CUST_014784,Books,2023-02-12,6,67.98
ORD_00101278,CUST_013533,Clothing,2023-02-13,2,200.76
ORD_00103839,CUST_010008,Books,2023-02-13,1,10.78
ORD_00100936,CUST_010074,Sports,2023-02-13,2,848.66
ORD_00104365,CUST_012526,Home & Garden,2023-02-13,1,599.8
ORD_00102070,CUST_013642,Home & Garden,2023-02-13,1,124.97
ORD_00102877,CUST_014965,Electronics,2023-02-13,5,3982.65
ORD_00104345,CUST_012445,Books,2023-02-13,2,84.46
ORD_00101397,CUST_012699,Beauty,2023-02-14,2,124.754
ORD_00103386,CUST_012189,Sports,2023-02-14,2,206.5
ORD_00104458,CUST_013526,Clothing,2023-02-14,2,502.64
ORD_00104994,CUST_012958,Electronics,2023-02-14,1,1640.85
ORD_00101818,CUST_011259,Clothing,2023-02-14,5,132.1
ORD_00103832,CUST_010332,Home & Garden,2023-02-14,1,236.39
ORD_00103758,CUST_013922,Books,2023-02-14,1,20.44
ORD_00100994,CUST_014316,Home & Garden,2023-02-14,2,1178.04
ORD_00101854,CUST_010695,Sports,2023-02-14,1,482.6
ORD_00103565,CUST_012315,Books,2023-02-14,1,26.8548
ORD_00103336,CUST_010906,Sports,2023-02-15,1,45.6915
ORD_00101548,CUST_011128,Electronics,2023-02-15,7,1740.83
ORD_00101887,CUST_014627,Sports,2023-02-15,3,1402.47
ORD_00103036,CUST_011976,Books,2023-02-15,1,31.95
ORD_00103059,CUST_011461,Books,2023-02-15,1,39.514
ORD_00104564,CUST_014494,Clothing,2023-02-16,3,643.32
ORD_00103575,CUST_011201,Home & Garden,2023-02-16,3,303.27
ORD_00102111,CUST_014654,Electronics,2023-02-16,5,8146.75
ORD_00100410,CUST_010599,Books,2023-02-16,4,28.6752
ORD_00101828,CUST_011835,Sports,2023-02-16,1,267.53
ORD_00101822,CUST_012373,Sports,2023-02-16,3,250.869
ORD_00104676,CUST_010798,Sports,2023-02-16,4,483.16
ORD_00102463,CUST_012649,Clothing,2023-02-16,2,159.38
ORD_00104607,CUST_013721,Clothing,2023-02-17,1,108.88
ORD_00104419,CUST_013264,Beauty,2023-02-18,5,80.18
ORD_00103779,CUST_013004,Clothing,2023-02-18,2,423.1544
ORD_00100892,CUST_014652,Books,2023-02-18,3,163.65
ORD_00101531,CUST_011840,Home & Garden,2023-02-18,2,1012.9
ORD_00102494,CUST_014302,Sports,2023-02-18,3,1171.89
ORD_00101629,CUST_010039,Books,2023-02-19,1,36.0228
ORD_00102586,CUST_012570,Sports,2023-02-19,1,41.35
ORD_00103670,CUST_014081,Electronics,2023-02-19,6,4936.44
ORD_00103449,CUST_014361,Books,2023-02-19,1,29.93
ORD_00101481,CUST_013456,Home & Garden,2023-02-19,1,783.25
ORD_00101265,CUST_012917,Home & Garden,2023-02-19,3,1998.63
ORD_00103568,CUST_010539,Electronics,2023-02-19,4,5084.84
ORD_00102324,CUST_013563,Books,2023-02-19,4,67.12
ORD_00103364,CUST_012349,Books,2023-02-20,7,349.86
ORD_00101040,CUST_011701,Clothing,2023-02-20,1,33.58
ORD_00102938,CUST_010542,Electronics,2023-02-20,4,5420.28
ORD_00104966,CUST_011886,Home & Garden,2023-02-20,1,22.43
ORD_00100674,CUST_013167,Clothing,2023-02-20,8,194.5248
ORD_00103941,CUST_014194,Electronics,2023-02-21,2,3562.48
ORD_00100354,CUST_010399,Home & Garden,2023-02-21,1,551.57
ORD_00100110,CUST_011489,Home & Garden,2023-02-21,3,1389.84
ORD_00102040,CUST_010006,Home & Garden,2023-02-21,3,606.0
ORD_00101945,CUST_013223,Sports,2023-02-22,3,832.08
ORD_00103369,CUST_013828,Sports,2023-02-22,1,409.5612
ORD_00102630,CUST_013377,Clothing,2023-02-22,1,250.54
ORD_00100432,CUST_011561,Home & Garden,2023-02-22,2,913.04
ORD_00102155,CUST_014324,Sports,2023-02-22,1,471.92
ORD_00104672,CUST_014113,Electronics,2023-02-22,1,1737.3204
ORD_00102714,CUST_011016,Home & Garden,2023-02-23,3,1735.41
ORD_00101133,CUST_010951,Clothing,2023-02-23,2,430.5
ORD_00102991,CUST_012205,Clothing,2023-02-23,7,193.97
ORD_00104466,CUST_014056,Home & Garden,2023-02-23,1,540.73
ORD_00103947,CUST_012798,Sports,2023-02-23,2,856.32
ORD_00100541,CUST_011356,Books,2023-02-23,2,107.42
ORD_00104342,CUST_014751,Electronics,2023-02-23,1,1191.7
ORD_00102725,CUST_010199,Beauty,2023-02-23,1,43.43
ORD_00103127,CUST_012915,Books,2023-02-23,2,73.18
ORD_00104656,CUST_013088,Electronics,2023-02-23,3,2301.9
ORD_00100995,CUST_012223,Books,2023-02-24,3,35.6094
ORD_00103611,CUST_012548,Beauty,2023-02-24,1,37.6704
ORD_00103055,CUST_011108,Sports,2023-02-24,7,1426.04
ORD_00103447,CUST_011349,Clothing,2023-02-24,2,540.86
ORD_00101105,CUST_014497,Electronics,2023-02-24,3,4858.71
ORD_00104681,CUST_010273,Clothing,2023-02-24,2,140.58
ORD_00102039,CUST_011012,Books,2023-02-24,3,59.31
ORD_00101724,CUST_014755,Beauty,2023-02-25,2,34.94
ORD_00100768,CUST_014524,Electronics,2023-02-25,1,1378.18
ORD_00100742,CUST_012977,Clothing,2023-02-25,1,119.44
ORD_00100139,CUST_010373,Sports,2023-02-25,3,1209.0
ORD_00101221,CUST_012271,Electronics,2023-02-25,3,5026.86
ORD_00101919,CUST_011508,Electronics,2023-02-25,6,8301.24
ORD_00104393,CUST_011240,Sports,2023-02-26,2,745.62
ORD_00103927,CUST_010546,Home & Garden,2023-02-26,2,696.94
ORD_00102981,CUST_010874,Home & Garden,2023-02-26,2,895.7232
ORD_00104090,CUST_011795,Home & Garden,2023-02-26,1,139.3
ORD_00100250,CUST_014910,Electronics,2023-02-26,3,3286.17
ORD_00104024,CUST_011392,Clothing,2023-02-27,4,218.08
ORD_00103630,CUST_014105,Home & Garden,2023-02-27,1,168.52
ORD_00104586,CUST_014696,Electronics,2023-02-27,1,166.6476
ORD_00100928,CUST_011197,Home & Garden,2023-02-27,3,1137.66
ORD_00103919,CUST_014882,Electronics,2023-02-27,1,1744.74
ORD_00101248,CUST_014191,Beauty,2023-02-27,2,262.36
ORD_00104232,CUST_011097,Electronics,2023-02-27,10,5426.9
ORD_00101061,CUST_013392,Sports,2023-02-27,7,1564.08
ORD_00104255,CUST_012253,Sports,2023-02-28,1,334.55
ORD_00104499,CUST_013187,Books,2023-02-28,1,56.46
ORD_00100049,CUST_012570,Electronics,2023-02-28,1,260.39
ORD_00102112,CUST_010628,Clothing,2023-02-28,2,446.22
ORD_00103419,CUST_011480,Beauty,2023-03-01,1,100.4088
ORD_00100048,CUST_011784,Sports,2023-03-01,2,456.16
ORD_00104079,CUST_010783,Sports,2023-03-01,2,794.12
ORD_00102616,CUST_014610,Books,2023-03-01,3,88.08
ORD_00100669,CUST_011645,Clothing,2023-03-01,1,23.74
ORD_00103838,CUST_014402,Books,2023-03-01,3,97.7088
ORD_00104532,CUST_013958,Home & Garden,2023-03-01,2,764.36
ORD_00100620,CUST_012651,Electronics,2023-03-02,4,6257.44
ORD_00103614,CUST_011274,Home & Garden,2023-03-02,6,2101.32
ORD_00101718,CUST_013086,Home & Garden,2023-03-02,1,446.6968
ORD_00104776,CUST_014912,Beauty,2023-03-02,3,163.7625
ORD_00100528,CUST_013372,Home & Garden,2023-03-02,3,1000.53
